2861677 |2008/12/06 10:55:31.500 | -7.44  | 124.84  | 407  |GCMT|GCMT|,C200812061055A|MW,6.4|BANDA SEA
2861663 |2008/12/06 06:21:51.200 |-27.4   |-176.25  |  21.5|GCMT|GCMT|,C200812060621A|MW,5.6|KERMADEC ISLANDS REGION
2861620 |2008/12/05 20:03:13.700 | 38.53  | 143.27  |  21.3|GCMT|GCMT|,C200812052003A|MW,5.5|OFF EAST COAST OF HONSHU, JAPAN
2861546 |2008/12/04 16:47:15.800 |-21.62  | -68.64  | 128.7|GCMT|GCMT|,C200812041647A|MW,5.5|CHILE-BOLIVIA BORDER REGION
2861500 |2008/12/03 23:16:58.700 | 38.56  | 143.18  |  23.6|GCMT|GCMT|,C200812032316A|MW,5.8|OFF EAST COAST OF HONSHU, JAPAN
2861410 |2008/12/02 12:31:44.900 | 19.17  | 145.99  | 118.7|GCMT|GCMT|,C200812021231A|MW,5.9|MARIANA ISLANDS
2861280 |2008/11/30 00:38:59.000 | 18.12  | 147.21  |  17  |GCMT|GCMT|,C200811300038A|MW,5.6|MARIANA ISLANDS REGION
2861237 |2008/11/29 05:59:19.600 |-18.72  |-177.52  | 396.6|GCMT|GCMT|,C200811290559A|MW,6.0|FIJI ISLANDS REGION
2861200 |2008/11/28 13:42:23.500 | 40.35  |-127.04  |  22.8|GCMT|GCMT|,C200811281342A|MW,5.9|OFF COAST OF NORTHERN CALIFORNIA
2861190 |2008/11/28 08:50:51.600 | -5.09  | 101.55  |  23  |GCMT|GCMT|,C200811280850A|MW,5.9|SOUTHWEST OF SUMATRA, INDONESIA
2861142 |2008/11/27 17:31:32.000 |-17.99  | 167.48  |  13  |GCMT|GCMT|,C200811271731A|MW,5.5|VANUATU ISLANDS
2861003 |2008/11/25 15:04:45.100 |-22.94  |-174.54  |  17.9|GCMT|GCMT|,C200811251504A|MW,5.6|TONGA ISLANDS REGION
2860999 |2008/11/25 12:40:08.900 | 18.12  | 147.23  |  14.5|GCMT|GCMT|,C200811251240A|MW,5.6|MARIANA ISLANDS REGION
2860969 |2008/11/25 01:36:33.300 |-30.07  |-177.38  |  41.9|GCMT|GCMT|,C200811250136A|MW,5.6|KERMADEC ISLANDS, NEW ZEALAND
2860926 |2008/11/24 09:03:09.500 | 54.27  | 154.71  | 502.3|GCMT|GCMT|,C200811240902A|MW,7.3|SEA OF OKHOTSK
2860829 |2008/11/23 08:58:21.800 |-22.51  | 171.24  |  46.8|GCMT|GCMT|,C200811230858A|MW,5.6|SOUTHEAST OF LOYALTY ISLANDS
2860827 |2008/11/23 07:53:48.900 |-20.23  |-175.12  | 184.5|GCMT|GCMT|,C200811230753A|MW,5.5|TONGA ISLANDS
2860804 |2008/11/22 23:06:49.800 |-37.15  | -95.29  |  12  |GCMT|GCMT|,C200811222306A|MW,5.7|SOUTHEAST OF EASTER ISLAND
2860792 |2008/11/22 18:49:50.300 | -0.77  | -13.8   |  17.8|GCMT|GCMT|,C200811221849A|MW,6.3|NORTH OF ASCENSION ISLAND
2860785 |2008/11/22 17:22:37.500 |-22.53  | 171.28  |  42  |GCMT|GCMT|,C200811221722A|MW,5.7|SOUTHEAST OF LOYALTY ISLANDS
2860775 |2008/11/22 16:01:43.100 |-22.52  | 171.11  |  47.1|GCMT|GCMT|,C200811221601A|MW,6.4|SOUTHEAST OF LOYALTY ISLANDS
2860774 |2008/11/22 16:01:06.700 | -4.73  | 101.07  |  20  |GCMT|GCMT|,C200811221600A|MW,6.3|SOUTHERN SUMATRA, INDONESIA
2860740 |2008/11/21 22:35:06.100 |-55.22  |-129.49  |  24.5|GCMT|GCMT|,C200811212235A|MW,5.6|PACIFIC-ANTARCTIC RIDGE
2860707 |2008/11/21 07:05:36.600 | -8.97  | 159.73  | 125.5|GCMT|GCMT|,C200811210705A|MW,6.0|SOLOMON ISLANDS
2860612 |2008/11/19 20:39:01.900 |-22.2   |-179.3   | 604.1|GCMT|GCMT|,C200811192038A|MW,5.8|SOUTH OF FIJI ISLANDS
2860583 |2008/11/19 06:11:25.600 |  8.23  | -82.77  |  42.1|GCMT|GCMT|,C200811190611A|MW,6.3|PANAMA-COSTA RICA BORDER REGION
2860532 |2008/11/18 14:03:16.700 |-18.9   | 169.66  |  12  |GCMT|GCMT|,C200811181403A|MW,5.5|VANUATU ISLANDS
2860438 |2008/11/17 12:55:24.400 | 79.59  |-116.59  |  12  |GCMT|GCMT|,C200811171255A|MW,5.7|ARCTIC OCEAN
2860406 |2008/11/17 06:01:00.700 | -5.65  | 128.8   | 315  |GCMT|GCMT|,B200811170600A|MW,5.6|BANDA SEA
2860364 |2008/11/16 17:02:43.800 |  1.5   | 122.05  |  29.2|GCMT|GCMT|,C200811161702A|MW,7.3|MINAHASSA PENINSULA, SULAWESI
2860348 |2008/11/16 12:20:38.800 | 10.88  |  91.82  |  12  |GCMT|GCMT|,C200811161220A|MW,5.5|ANDAMAN ISLANDS, INDIA REGION
2860302 |2008/11/15 23:03:20.700 | 12.97  | -89.08  |  64.4|GCMT|GCMT|,C200811152303A|MW,5.8|OFF COAST OF CENTRAL AMERICA
2860151 |2008/11/14 02:05:13.100 |-53.78  |   9.09  |  14.1|GCMT|GCMT|,C200811140205A|MW,5.9|SOUTHWEST OF AFRICA
2860103 |2008/11/13 15:10:18.200 |-56.05  | -26.93  |  73.9|GCMT|GCMT|,C200811131510A|MW,5.6|SOUTH SANDWICH ISLANDS REGION
2859832 |2008/11/10 01:22:10.200 | 37.51  |  95.75  |  27.2|GCMT|GCMT|,C200811100122A|MW,6.3|QINGHAI, CHINA
2859702 |2008/11/08 09:15:54.500 |-15.04  |-173.93  | 138  |GCMT|GCMT|,C200811080916A|MW,5.5|TONGA ISLANDS
2859698 |2008/11/08 07:50:04.500 |-15.07  |-173.94  | 131.9|GCMT|GCMT|,C200811080750A|MW,6.0|TONGA ISLANDS
3228326 |2008/11/07 16:04:28.600 | -6.62  | 129.24  |  20.5|GCMT|GCMT|,C200811071604A|MW,6.2|BANDA SEA
2859626 |2008/11/07 09:40:03.200 |-15.02  | 168.2   |  17.6|GCMT|GCMT|,C200811070940A|MW,5.5|VANUATU ISLANDS
2859611 |2008/11/07 07:35:47.600 |-14.81  | 168.21  |  12  |GCMT|GCMT|,C200811070735A|MW,5.7|VANUATU ISLANDS
2859608 |2008/11/07 07:19:41.000 |-14.92  | 168.15  |  12  |GCMT|GCMT|,C200811070719A|MW,6.4|VANUATU ISLANDS
2859536 |2008/11/06 09:11:09.700 |-29.66  |-176.95  |  22  |GCMT|GCMT|,C200811060911A|MW,5.9|KERMADEC ISLANDS REGION
2859433 |2008/11/05 03:41:46.000 |-17.22  |-174.06  | 185.6|GCMT|GCMT|,C200811050341A|MW,5.7|TONGA ISLANDS
2859405 |2008/11/04 18:35:53.200 |-17.03  | 168.31  | 231.6|GCMT|GCMT|,C200811041835A|MW,6.3|VANUATU ISLANDS
2859312 |2008/11/03 19:36:26.600 |-15.98  |-176.25  | 390  |GCMT|GCMT|,B200811031936A|MW,5.6|FIJI ISLANDS REGION
2859309 |2008/11/03 19:22:03.300 |  0.91  |  96.97  |  23.6|GCMT|GCMT|,C200811031922A|MW,5.7|OFF W COAST OF NORTHERN SUMATRA
2859122 |2008/11/02 15:01:00.300 |-29.87  |-176.37  |  12  |GCMT|GCMT|,C200811021500A|MW,5.7|KERMADEC ISLANDS REGION
2859115 |2008/11/02 13:48:44.200 | 51.38  |-174.49  |  20.2|GCMT|GCMT|,C200811021348A|MW,6.1|ANDREANOF ISLANDS, ALEUTIAN IS.
2858999 |2008/11/01 04:09:05.200 | -3.35  | 149.07  |  12  |GCMT|GCMT|,C200811010407B|MW,5.7|BISMARCK SEA
2858982 |2008/11/01 01:34:31.100 | -6.55  | 129.2   |  20.7|GCMT|GCMT|,C200811010134A|MW,5.8|BANDA SEA
2858979 |2008/11/01 01:13:14.900 | -3.31  | 148.89  |  12.4|GCMT|GCMT|,C200811010113A|MW,6.0|BISMARCK SEA
2858846 |2008/10/30 15:15:46.400 | -9.08  |-108.3   |  18.1|GCMT|GCMT|,C200810301515A|MW,6.1|CENTRAL EAST PACIFIC RISE
2858794 |2008/10/30 01:55:16.100 | 46.39  | 153.53  |  17.1|GCMT|GCMT|,C200810300155A|MW,5.5|KURIL ISLANDS
2858699 |2008/10/29 11:32:48.600 | 30.29  |  67.57  |  12  |GCMT|GCMT|,C200810291132A|MW,6.4|PAKISTAN
2858661 |2008/10/29 01:36:02.900 | -8.96  |-108.33  |  19.7|GCMT|GCMT|,C200810290136A|MW,5.7|CENTRAL EAST PACIFIC RISE
2858648 |2008/10/28 23:10:02.000 | 30.4   |  67.48  |  17.2|GCMT|GCMT|,C200810282309A|MW,6.4|PAKISTAN
2858624 |2008/10/28 16:00:07.500 | -3.36  | 145.82  |  12  |GCMT|GCMT|,C200810281600A|MW,6.0|NEAR N COAST OF NEW GUINEA, PNG.
2858508 |2008/10/27 05:43:52.900 |-14.66  | 167.13  | 140.1|GCMT|GCMT|,C200810270543A|MW,5.6|VANUATU ISLANDS
2858447 |2008/10/26 09:08:37.400 | -0.18  | 123.16  |  74.1|GCMT|GCMT|,C200810260908A|MW,5.6|MINAHASSA PENINSULA, SULAWESI
2858419 |2008/10/26 01:28:58.200 | 36.44  |  70.46  | 199.7|GCMT|GCMT|,C200810260128A|MW,5.7|HINDU KUSH REGION, AFGHANISTAN
2858398 |2008/10/25 19:24:54.400 |-17.25  | 167.09  |  21.6|GCMT|GCMT|,C200810251924A|MW,5.7|VANUATU ISLANDS
2858202 |2008/10/23 10:04:41.300 | -2.46  | 145.78  |  12  |GCMT|GCMT|,C200810231004A|MW,6.3|ADMIRALTY ISLANDS REGION, P.N.G.
2858200 |2008/10/23 09:21:17.000 |  5.94  | 125.98  | 126.7|GCMT|GCMT|,C200810230921A|MW,5.7|MINDANAO, PHILIPPINES
2858147 |2008/10/22 12:56:03.200 |-18.4   |-174.98  | 244  |GCMT|GCMT|,C200810221255A|MW,6.4|TONGA ISLANDS
2858081 |2008/10/21 13:00:51.300 | -7.67  | 127.72  | 151.5|GCMT|GCMT|,C200810211300A|MW,5.6|BANDA SEA
2857969 |2008/10/20 04:54:21.400 |  0.21  | 120.67  | 108.4|GCMT|GCMT|,C200810200454A|MW,5.9|MINAHASSA PENINSULA, SULAWESI
2857907 |2008/10/19 12:55:06.400 |-22.01  |-173.4   |  27.6|GCMT|GCMT|,C200810191255A|MW,5.6|TONGA ISLANDS REGION
2857887 |2008/10/19 05:10:40.500 |-21.82  |-173.56  |  43.3|GCMT|GCMT|,C200810190510A|MW,6.9|TONGA ISLANDS
2857804 |2008/10/18 00:54:43.700 | -7.07  | 147.26  |  77.5|GCMT|GCMT|,C200810180054A|MW,5.7|EASTERN NEW GUINEA REG., P.N.G.
2857722 |2008/10/16 19:41:31.300 | 14.28  | -92.9   |  29.9|GCMT|GCMT|,C200810161941A|MW,6.6|NEAR COAST OF CHIAPAS, MEXICO
2857409 |2008/10/12 20:55:44.600 |-20.3   | -65.23  | 361.5|GCMT|GCMT|,C200810122055A|MW,6.2|SOUTHERN BOLIVIA
2857230 |2008/10/11 10:40:17.700 | 19.3   | -64.83  |  29.5|GCMT|GCMT|,C200810111040A|MW,6.1|VIRGIN ISLANDS
2857221 |2008/10/11 09:06:15.900 | 43.4   |  46.19  |  13  |GCMT|GCMT|,C200810110906A|MW,5.8|EASTERN CAUCASUS
2857071 |2008/10/09 23:08:55.400 |-15.15  |-173.38  |  12  |GCMT|GCMT|,C200810092308A|MW,5.6|TONGA ISLANDS
2857052 |2008/10/09 17:50:04.300 |-21.22  |-173.81  |  18.2|GCMT|GCMT|,C200810091750A|MW,5.9|TONGA ISLANDS
2856962 |2008/10/08 14:07:22.400 | 29.76  |  90.57  |  14.7|GCMT|GCMT|,C200810081407A|MW,5.5|XIZANG
2856873 |2008/10/07 10:00:49.900 | 79.77  |-116.02  |  12  |GCMT|GCMT|,C200810071000A|MW,5.7|ARCTIC OCEAN
2856748 |2008/10/06 08:30:52.400 | 29.66  |  90.5   |  12  |GCMT|GCMT|,C200810060830A|MW,6.3|XIZANG
2856695 |2008/10/05 22:56:31.300 | 33.91  |  69.48  |  16.6|GCMT|GCMT|,C200810052256A|MW,5.9|SOUTHEASTERN AFGHANISTAN
2856628 |2008/10/05 15:53:01.100 | 39.5   |  73.64  |  12  |GCMT|GCMT|,C200810051552A|MW,6.7|TAJIKISTAN-XINJIANG BORDER REG.
2856605 |2008/10/05 09:12:46.300 |-30.0   |-176.7   |  14  |GCMT|GCMT|,C200810050912A|MW,6.1|KERMADEC ISLANDS REGION
2856528 |2008/10/04 11:47:06.000 |-38.99  | -91.69  |  12  |GCMT|GCMT|,C200810041147A|MW,5.5|WEST CHILE RISE
2856517 |2008/10/04 07:56:59.200 |-59.74  | -25.42  |  41.9|GCMT|GCMT|,C200810040756A|MW,5.7|SOUTH SANDWICH ISLANDS REGION
2856430 |2008/10/03 05:30:27.900 |  7.75  | -37.24  |  24.4|GCMT|GCMT|,C200810030530A|MW,5.6|CENTRAL MID-ATLANTIC RIDGE
2856428 |2008/10/03 05:26:26.400 |  7.76  | -37.0   |  16.7|GCMT|GCMT|,C200810030526A|MW,5.7|CENTRAL MID-ATLANTIC RIDGE
2856423 |2008/10/03 03:40:31.400 |-22.52  | 171.22  |  12  |GCMT|GCMT|,C200810030340A|MW,5.5|SOUTHEAST OF LOYALTY ISLANDS
2856410 |2008/10/02 23:28:16.000 |-22.98  | 169.78  |  12  |GCMT|GCMT|,C200810022328A|MW,5.8|SOUTHEAST OF LOYALTY ISLANDS
2856302 |2008/10/01 18:04:27.600 | 13.49  | 120.33  |  14.1|GCMT|GCMT|,C200810011804A|MW,5.5|MINDORO, PHILIPPINES
2856279 |2008/10/01 09:38:13.800 | 30.21  | 138.88  | 393.8|GCMT|GCMT|,C200810010938A|MW,5.7|SOUTHEAST OF HONSHU, JAPAN
2856145 |2008/09/29 15:19:42.900 |-29.85  |-177.46  |  51.1|GCMT|GCMT|,C200809291519A|MW,7.0|KERMADEC ISLANDS, NEW ZEALAND
2856092 |2008/09/28 22:20:21.100 | 71.39  |  -4.11  |  12  |GCMT|GCMT|,C200809282220A|MW,5.5|JAN MAYEN ISLAND REGION
3200078 |2008/09/27 03:09:09.600 | 13.56  | 120.46  |  12  |GCMT|GCMT|,C200809270309A|MW,5.9|MINDORO, PHILIPPINES
2855970 |2008/09/27 03:04:56.700 | 13.5   | 120.4   |  16.6|GCMT|GCMT|,C200809270305A|MW,5.7|MINDORO, PHILIPPINES
2855945 |2008/09/26 18:46:21.300 |  2.99  |  65.41  |  12  |GCMT|GCMT|,C200809261846A|MW,5.7|CARLSBERG RIDGE
2855827 |2008/09/25 01:47:17.900 | 30.66  |  83.69  |  21.2|GCMT|GCMT|,C200809250147A|MW,6.0|XIZANG
2855768 |2008/09/24 02:33:10.400 | 17.69  |-105.6   |  16.9|GCMT|GCMT|,C200809240233A|MW,6.4|OFF COAST OF JALISCO, MEXICO
2855670 |2008/09/22 07:32:01.700 | 41.46  | 140.5   | 152.5|GCMT|GCMT|,C200809220731A|MW,5.6|HOKKAIDO, JAPAN REGION
2855523 |2008/09/19 22:49:04.600 |-11.23  | 164.48  |  12  |GCMT|GCMT|,C200809192249A|MW,5.5|SANTA CRUZ ISLANDS REGION
2855420 |2008/09/18 11:58:53.000 | 51.78  | 158.86  |  58.5|GCMT|GCMT|,C200809181158A|MW,5.8|NEAR EAST COAST OF KAMCHATKA
2855398 |2008/09/18 01:41:06.900 | -4.53  |-105.98  |  16  |GCMT|GCMT|,C200809180141A|MW,6.0|CENTRAL EAST PACIFIC RISE
2855281 |2008/09/16 11:15:42.200 | -9.07  | 127.05  |  17.6|GCMT|GCMT|,C200809161115A|MW,5.7|TIMOR SEA
2855269 |2008/09/16 07:28:30.900 |  0.95  | -28.8   |  20.8|GCMT|GCMT|,C200809160728A|MW,5.8|CENTRAL MID-ATLANTIC RIDGE
2855177 |2008/09/14 20:18:53.500 |-23.73  |-176.87  | 189.9|GCMT|GCMT|,C200809142018A|MW,5.5|SOUTH OF FIJI ISLANDS
2855121 |2008/09/14 00:00:12.400 | -9.24  | 127.18  |  23.1|GCMT|GCMT|,C200809140000A|MW,5.6|TIMOR SEA
2855088 |2008/09/13 09:32:06.100 |  4.94  | -75.48  | 139.8|GCMT|GCMT|,C200809130932A|MW,5.7|COLOMBIA
2855057 |2008/09/13 00:04:07.000 | -3.67  | 128.95  | 108.8|GCMT|GCMT|,C200809130004A|MW,5.6|SERAM, INDONESIA
2855055 |2008/09/12 23:07:56.100 | 56.27  | 164.31  |  15  |GCMT|GCMT|,C200809122307A|MW,5.9|KOMANDORSKIYE OSTROVA REGION
2855041 |2008/09/12 16:44:34.900 |-21.73  | 170.24  | 114.8|GCMT|GCMT|,C200809121644A|MW,5.8|SOUTHEAST OF LOYALTY ISLANDS
2854917 |2008/09/11 00:20:56.100 | 41.79  | 144.11  |  20  |GCMT|GCMT|,C200809110020A|MW,6.8|HOKKAIDO, JAPAN REGION
2854916 |2008/09/11 00:00:06.800 |  1.91  | 127.34  | 119.6|GCMT|GCMT|,C200809110000A|MW,6.6|HALMAHERA, INDONESIA
2854891 |2008/09/10 16:12:11.600 |-20.41  | -69.56  |  36.1|GCMT|GCMT|,C200809101612A|MW,5.7|NORTHERN CHILE
2854871 |2008/09/10 13:08:21.600 |  8.18  | -38.54  |  15.3|GCMT|GCMT|,C200809101308A|MW,6.6|CENTRAL MID-ATLANTIC RIDGE
2854859 |2008/09/10 11:00:38.400 | 26.65  |  55.72  |  12  |GCMT|GCMT|,C200809101100A|MW,6.1|SOUTHERN IRAN
2854834 |2008/09/10 03:00:30.400 |  2.13  |  96.03  |  29.8|GCMT|GCMT|,C200809100300A|MW,5.5|NORTHERN SUMATRA, INDONESIA
2854819 |2008/09/09 23:18:29.500 |-11.78  | 166.35  | 107.5|GCMT|GCMT|,C200809092318A|MW,5.6|SANTA CRUZ ISLANDS
2854793 |2008/09/09 12:22:53.000 | -9.42  | 158.36  |  18.5|GCMT|GCMT|,C200809091222A|MW,5.9|SOLOMON ISLANDS
2854784 |2008/09/09 07:43:16.000 | 24.6   | 122.51  | 108.7|GCMT|GCMT|,C200809090743A|MW,5.5|TAIWAN REGION
2854748 |2008/09/08 18:52:14.400 |-13.37  | 166.75  | 125  |GCMT|GCMT|,C200809081852A|MW,6.9|VANUATU ISLANDS
2854700 |2008/09/08 03:03:20.900 |-19.97  | 168.81  |  47.5|GCMT|GCMT|,C200809080303A|MW,6.2|VANUATU ISLANDS
2854576 |2008/09/06 05:47:41.100 | 36.49  |  70.78  | 183  |GCMT|GCMT|,C200809060547A|MW,5.8|HINDU KUSH REGION, AFGHANISTAN
2854547 |2008/09/05 19:07:42.400 | -0.88  | -13.79  |  12  |GCMT|GCMT|,C200809051907A|MW,5.8|NORTH OF ASCENSION ISLAND
2854527 |2008/09/05 12:35:46.200 |-13.24  | 166.83  | 155.3|GCMT|GCMT|,C200809051235A|MW,5.6|VANUATU ISLANDS
2854468 |2008/09/04 16:09:54.600 |-31.71  |-177.19  |  12  |GCMT|GCMT|,C200809041609A|MW,5.8|KERMADEC ISLANDS REGION
2854444 |2008/09/04 09:37:05.500 |-12.17  | 167.04  | 261.4|GCMT|GCMT|,C200809040937A|MW,5.6|SANTA CRUZ ISLANDS
2854370 |2008/09/03 11:25:17.600 |-26.85  | -63.3   | 571.3|GCMT|GCMT|,C200809031125A|MW,6.3|SANTIAGO DEL ESTERO PROV., ARG.
2854213 |2008/09/01 17:19:12.300 |  4.59  | 126.17  | 113.9|GCMT|GCMT|,C200809011719A|MW,5.6|TALAUD ISLANDS, INDONESIA
2854182 |2008/09/01 07:06:21.400 |-15.19  |-176.12  |  12  |GCMT|GCMT|,C200809010706A|MW,5.7|FIJI ISLANDS REGION
2854168 |2008/09/01 04:00:40.800 |-25.51  |-177.25  | 172.3|GCMT|GCMT|,C200809010400A|MW,6.0|SOUTH OF FIJI ISLANDS
2854103 |2008/08/31 08:31:14.200 | 26.16  | 102.01  |  24.6|GCMT|GCMT|,C200808310831A|MW,5.6|SICHUAN, CHINA
2854071 |2008/08/31 01:15:26.600 |-61.18  | -68.37  |  12.5|GCMT|GCMT|,C200808310115A|MW,5.5|DRAKE PASSAGE
2854019 |2008/08/30 08:30:57.500 | 26.19  | 102.04  |  24.1|GCMT|GCMT|,C200808300830A|MW,6.0|SICHUAN, CHINA
2854010 |2008/08/30 06:54:14.200 | -6.33  | 147.49  |  88.2|GCMT|GCMT|,C200808300654A|MW,6.4|EASTERN NEW GUINEA REG., P.N.G.
2853852 |2008/08/28 15:22:30.500 |  0.18  | -17.37  |  21.3|GCMT|GCMT|,C200808281522A|MW,6.3|NORTH OF ASCENSION ISLAND
2853838 |2008/08/28 12:37:35.400 | 49.77  |-130.14  |  12  |GCMT|GCMT|,C200808281237A|MW,5.9|VANCOUVER ISLAND, CANADA REGION
2853737 |2008/08/27 21:52:43.400 | 32.23  |  47.36  |  12.5|GCMT|GCMT|,C200808272152A|MW,5.8|IRAN-IRAQ BORDER REGION
2853664 |2008/08/27 06:46:23.300 |-10.57  |  41.42  |  29.1|GCMT|GCMT|,C200808270646A|MW,5.7|NORTHWEST OF MADAGASCAR
2853640 |2008/08/27 01:35:38.600 | 51.76  | 104.02  |  23.5|GCMT|GCMT|,C200808270135A|MW,6.3|LAKE BAYKAL REGION, RUSSIA
2853615 |2008/08/26 21:00:40.200 | -7.76  | -74.49  | 158.2|GCMT|GCMT|,C200808262100A|MW,6.4|PERU-BRAZIL BORDER REGION
2853554 |2008/08/26 03:07:34.700 | -6.57  | 104.49  |  37.9|GCMT|GCMT|,C200808260307A|MW,5.7|SUNDA STRAIT, INDONESIA
2853471 |2008/08/25 13:22:08.500 | 30.61  |  83.51  |  17.3|GCMT|GCMT|,C200808251322A|MW,6.7|XIZANG
2853436 |2008/08/25 02:43:08.300 | 10.3   | 125.27  |  12  |GCMT|GCMT|,C200808250243A|MW,5.8|LEYTE, PHILIPPINES
2853193 |2008/08/22 07:47:44.200 |-17.71  |  65.42  |  16.1|GCMT|GCMT|,C200808220747A|MW,6.0|MAURITIUS - REUNION REGION
2853122 |2008/08/21 12:24:35.700 | 24.92  |  97.99  |  18.2|GCMT|GCMT|,C200808211224A|MW,6.0|MYANMAR-CHINA BORDER REGION
